,volume,value,sojinrate,high,covolume,l_change,o_diff,marketcap,low,h_sign,chdegree,shcode,o_change,l_diff,diff,date,open,sign,h_diff,h_change,ppvolume,l_sign,changerate,fpvolume,o_sign,change,close,diff_vol
84,47563,401,6.36,8540,0,-200,0.00,232669,8300,2,125.84,000020,0,-2.35,-2.00,20150430,8500,5,0.47,40,-11698,5,0.17,4024,3,170,8330,-25.09
85,63493,540,6.35,8660,756,-250,-0.93,237417,8380,2,44.83,000020,-80,-2.90,-1.51,20150429,8550,5,0.35,30,37,5,0.23,-2088,5,130,8500,-25.35
86,85049,732,6.36,8740,0,-140,-1.63,241049,8460,2,150.28,000020,-140,-1.63,0.35,20150428,8460,2,1.63,140,-9330,5,0.30,-8683,5,30,8630,34.05
87,63445,542,6.39,8620,672,-90,0.47,240211,8490,2,85.27,000020,40,-1.05,0.23,20150427,8620,2,0.47,40,-6053,5,0.23,3181,2,20,8600,-49.93
88,126701,1078,6.38,8780,61,-300,-0.11,239652,8400,2,70.29,000020,-10,-3.45,-1.38,20150424,8690,5,0.92,80,9838,5,0.45,-10416,5,120,8580,-25.60
89,170302,1471,6.41,8830,0,-380,0.00,243004,8370,2,105.20,000020,0,-4.34,-0.57,20150423,8750,5,0.91,80,12606,5,0.61,-12806,3,50,8700,-38.92
90,278831,2462,6.46,9050,0,-610,-0.68,244400,8210,2,76.30,000020,-60,-6.92,-0.79,20150422,8760,5,2.61,230,-65302,5,1.00,43188,5,70,8750,102.68
91,137570,1221,6.31,9050,-1,-110,1.12,246356,8790,2,75.69,000020,100,-1.24,-0.90,20150421,9000,5,1.69,150,-40357,5,0.49,663,2,80,8820,-39.11
92,225940,2011,6.30,9010,0,-190,-0.79,248590,8630,2,114.81,000020,-70,-2.15,0.91,20150420,8750,2,2.15,190,-26552,5,0.81,19364,5,80,8900,43.42
93,157533,1396,6.23,8980,0,-140,-1.01,246356,8790,2,70.98,000020,-90,-1.57,-1.23,20150417,8840,5,0.56,50,-25640,5,0.56,15452,5,110,8820,-19.16
94,194864,1737,6.16,9070,0,-260,0.22,249428,8790,2,48.54,000020,20,-2.87,-1.33,20150416,9070,5,0.22,20,-22280,5,0.70,-1203,2,120,8930,-21.63
95,248655,2226,6.17,9110,0,-110,1.01,252780,8800,2,150.42,000020,90,-1.23,1.57,20150415,9000,2,2.24,200,-30384,5,0.89,-32646,2,140,9050,-28.24
96,346486,3068,6.28,9090,0,-70,0.81,248869,8540,2,140.38,000020,70,-0.81,3.48,20150414,8680,2,5.57,480,-9029,5,1.24,6971,2,300,8910,-8.79
97,379878,3342,6.26,9140,0,-80,0.23,240490,8600,2,80.03,000020,20,-0.92,-0.81,20150413,8700,5,5.30,460,-39083,5,1.36,33091,2,70,8610,28.61
98,295376,2537,6.14,8750,0,-170,0.93,242445,8450,2,66.84,000020,80,-1.97,0.70,20150410,8700,2,1.51,130,-13007,5,1.06,5645,2,60,8680,-71.12
99,1022631,8765,6.12,8890,-1200,30,0.64,240769,7870,2,131.05,000020,50,0.38,9.95,20150409,7890,2,13.39,1050,-13160,2,3.66,22396,2,780,8620,302.53
100,254054,1953,6.04,7900,0,-30,0.00,218983,7510,2,164.48,000020,0,-0.40,3.98,20150408,7540,2,4.77,360,-57618,5,0.91,17646,3,300,7840,173.69
101,92827,700,5.97,7590,0,-30,1.07,210603,7480,2,51.71,000020,80,-0.40,0.40,20150407,7590,2,1.07,80,-22574,5,0.33,12574,2,30,7540,-13.88
102,107793,813,5.93,7640,0,-30,-0.40,209765,7490,2,27.50,000020,-30,-0.40,-0.13,20150406,7490,5,1.60,120,-10920,5,0.39,420,5,10,7510,21.67
103,88596,665,5.93,7650,0,-140,0.40,210045,7420,2,43.65,000020,30,-1.85,-0.53,20150403,7590,5,1.19,90,-9865,5,0.32,1817,2,40,7520,-33.56
104,133354,1019,5.92,7770,0,-110,1.30,211162,7560,2,39.48,000020,100,-1.43,-1.43,20150402,7770,5,1.30,100,-28123,5,0.48,11780,2,110,7560,-55.04
105,296573,2267,5.88,7820,0,-80,0.40,214234,7430,2,165.12,000020,30,-1.07,2.13,20150401,7540,2,4.13,310,-24116,5,1.06,11398,2,160,7670,174.40
106,108081,810,5.84,7550,181,-50,0.53,209765,7450,2,109.52,000020,40,-0.67,0.13,20150331,7540,2,0.67,50,-46636,5,0.39,27321,2,10,7510,-21.92
107,138427,1037,5.74,7550,0,-70,0.00,209486,7400,2,203.51,000020,0,-0.94,0.40,20150330,7470,2,1.07,80,-44964,5,0.50,25045,3,30,7500,-32.24
108,204285,1539,5.65,7760,1,-390,-1.54,208648,7400,5,29.86,000020,-120,-5.01,-4.11,20150327,7670,5,-0.39,-30,-35136,5,0.73,15282,5,320,7470,-23.25
109,266175,2077,5.60,7920,-1812,-80,-0.13,217586,7600,2,158.78,000020,-10,-1.04,1.43,20150326,7670,2,3.12,240,159,5,0.95,-12533,5,110,7790,31.19
110,202898,1555,5.64,7800,-2812,-190,0.00,214514,7580,2,68.50,000020,0,-2.45,-1.16,20150325,7770,5,0.39,30,-16111,5,0.73,4212,3,90,7680,-12.82
111,232722,1793,5.63,7810,0,-160,0.91,217028,7520,2,116.51,000020,70,-2.08,1.17,20150324,7750,2,1.69,130,-7668,5,0.83,491,2,90,7770,-65.37
112,671974,5145,5.62,7940,0,30,1.10,214514,7280,2,195.08,000020,80,0.41,5.93,20150323,7330,2,9.52,690,-8508,2,2.41,13411,2,430,7680,59.54
113,421207,3030,5.58,7350,-500,0,0.43,202503,7040,2,177.82,000020,30,0.00,2.98,20150320,7070,2,4.40,310,-35125,3,1.51,20236,2,210,7250,277.38
114,111614,786,5.50,7140,-856,-70,0.71,196638,6970,2,92.27,000020,50,-0.99,0.00,20150319,7090,3,1.42,100,-19302,5,0.40,7521,2,0,7040,-29.37
115,158027,1096,5.48,7090,-1642,-110,0.00,196638,6790,2,122.48,000020,0,-1.59,2.03,20150318,6900,2,2.75,190,-59608,5,0.57,8090,3,140,7040,70.85
116,92492,635,5.45,6920,0,-70,0.14,192727,6830,2,81.70,000020,10,-1.01,0.00,20150317,6910,3,0.29,20,7578,5,0.33,8884,2,0,6900,-36.62
117,145932,1001,5.42,6930,0,0,0.00,192727,6770,2,182.07,000020,0,0.00,1.92,20150316,6770,2,2.36,160,-4005,3,0.52,715,3,130,6900,98.25
118,73609,496,5.41,6790,0,-90,0.00,189096,6630,2,229.97,000020,0,-1.34,0.74,20150313,6720,2,1.04,70,-5274,5,0.26,8052,3,50,6770,-35.86
119,114767,768,5.39,6740,1020,-80,0.00,187699,6560,2,174.47,000020,0,-1.20,1.20,20150312,6640,2,1.51,100,-2366,5,0.41,-2654,3,80,6720,-7.74
120,124390,819,5.39,6890,-1320,-80,-1.24,185465,6390,2,253.65,000020,-80,-1.24,2.63,20150311,6390,2,6.49,420,-70122,5,0.45,-7721,5,170,6640,16.64
121,106643,687,5.42,6580,0,-110,0.00,180717,6390,2,28.67,000020,0,-1.69,-0.46,20150310,6500,5,1.23,80,-50000,5,0.38,-1662,3,30,6470,130.53
122,46259,303,5.43,6600,0,-60,-0.15,181555,6450,2,196.27,000020,-10,-0.92,-0.15,20150309,6500,5,1.38,90,-19956,5,0.17,-2138,5,10,6500,-71.38
